(time-1423531206)/3600.	SUM(QUEUED)	SUM(RUNNING)	SUM(DONE)
50.75	157	4442	109299
50.8333333333333	130	4455	109313
50.9166666666667	120	4438	109340
51	98	4434	109366
51.0833333333333	80	4419	109399
51.1666666666667	55	4405	109438
51.25	22	4406	109470
51.3333333333333	0	4395	109503
51.4166666666667	0	4338	109560
51.5	0	4278	109620
51.5833333333333	0	4244	109654
51.6666666666667	0	4211	109687
51.75	0	4175	109723
51.8333333333333	0	4126	109772
51.9166666666667	0	4093	109805
52	0	4055	109843
52.0833333333333	0	4017	109881
52.1666666666667	0	3989	109909
52.25	0	3969	109929
52.3333333333333	0	3939	109959
52.4166666666667	0	3911	109987
52.5	0	3892	110006
52.5833333333333	0	3879	110019
52.6666666666667	0	3869	110029
52.75	0	3843	110055
52.8333333333333	0	3822	110076
52.9166666666667	0	3808	110090
53	0	3791	110107
53.0833333333333	0	3778	110120
53.1666666666667	0	3766	110132
53.25	0	3752	110146
53.3333333333333	0	3740	110158
53.4166666666667	0	3725	110173
53.5	0	3712	110186
53.5833333333333	0	3702	110196
53.6666666666667	0	3686	110212
53.75	0	3676	110222
53.8333333333333	0	3659	110239
53.9166666666667	0	3638	110260
54	0	3626	110272
54.0833333333333	0	3616	110282
54.1666666666667	0	3604	110294
54.25	0	3597	110301
54.3333333333333	0	3592	110306
54.4166666666667	0	3583	110315
54.5	0	3579	110319
54.5833333333333	0	3563	110335
54.6666666666667	0	3553	110345
54.75	0	3544	110354
54.8333333333333	0	3532	110366
54.9166666666667	0	3515	110383
55	0	3505	110393
55.0833333333333	0	3495	110403
55.1666666666667	0	3483	110415
55.25	0	3472	110426
55.3333333333333	0	3462	110436
55.4166666666667	0	3454	110444
55.5	0	3434	110464
55.5833333333333	0	3424	110474
55.6666666666667	0	3410	110488
55.75	0	3398	110500
55.8333333333333	0	3392	110506
55.9166666666667	0	3386	110512
56	0	3380	110518
56.0833333333333	0	3372	110526
56.1666666666667	0	3365	110533
56.25	0	3362	110536
56.3333333333333	0	3358	110540
56.4166666666667	0	3354	110544
56.5	0	3348	110550
56.5833333333333	0	3341	110557
56.6666666666667	0	3336	110562
56.75	0	3326	110572
56.8333333333333	0	3319	110579
56.9166666666667	0	3312	110586
57	0	3307	110591
57.0833333333333	0	3302	110596
57.1666666666667	0	3297	110601
57.25	0	3289	110609
57.3333333333333	0	3283	110615
57.4166666666667	0	3277	110621
57.5	0	3272	110626
57.5833333333333	0	3267	110631
57.6666666666667	0	3262	110636
57.75	0	3252	110646
57.8333333333333	0	3245	110653
57.9166666666667	0	3240	110658
58	0	3232	110666
58.0833333333333	0	3229	110669
58.1666666666667	0	3222	110676
58.25	0	3219	110679
58.3333333333333	0	3217	110681
58.4166666666667	0	3213	110685
58.5	0	3205	110693
58.5833333333333	0	3194	110704
58.6666666666667	0	3190	110708
58.75	0	3182	110716
58.8333333333333	0	3181	110717
58.9166666666667	0	3177	110721
59	0	3172	110726
59.0833333333333	0	3168	110730
59.1666666666667	0	3163	110735
59.25	0	3159	110739
59.3333333333333	0	3156	110742
59.4166666666667	0	3149	110749
59.5	0	3142	110756
59.5833333333333	0	3137	110761
59.6666666666667	0	3129	110769
59.75	0	3123	110775
59.8333333333333	0	3119	110779
59.9166666666667	0	3113	110785
60	0	3107	110791
60.0833333333333	0	3106	110792
60.1666666666667	0	3102	110796
60.25	0	3095	110803
60.3333333333333	0	3092	110806
60.4166666666667	0	3088	110810
60.5	0	3084	110814
60.5833333333333	0	3081	110817
60.6666666666667	0	3076	110822
60.75	0	3073	110825
60.8333333333333	0	3069	110829
60.9166666666667	0	3066	110832
61	0	3062	110836
61.0833333333333	0	3058	110840
61.1666666666667	0	3053	110845
61.25	0	3050	110848
61.3333333333333	0	3041	110857
61.4166666666667	0	3038	110860
61.5	0	3034	110864
61.5833333333333	0	3030	110868
61.6666666666667	0	3027	110871
61.75	0	3022	110876
61.8333333333333	0	3016	110882
61.9166666666667	0	3009	110889
62	0	3003	110895
62.0833333333333	0	2998	110900
62.1666666666667	0	2997	110901
62.25	0	2993	110905
62.3333333333333	0	2989	110909
62.4166666666667	0	2987	110911
62.5	0	2986	110912
62.5833333333333	0	2983	110915
62.6666666666667	0	2979	110919
62.75	0	2979	110919
62.8333333333333	0	2978	110920
62.9166666666667	0	2977	110921
63	0	2974	110924
63.0833333333333	0	2972	110926
63.1666666666667	0	2970	110928
63.25	0	2967	110931
63.3333333333333	0	2965	110933
63.4166666666667	0	2962	110936
63.5	0	2958	110940
63.5833333333333	0	2955	110943
63.6666666666667	0	2953	110945
63.75	0	2952	110946
63.8333333333333	0	2949	110949
63.9166666666667	0	2945	110953
64	0	2943	110955
64.0833333333333	0	2940	110958
64.1666666666667	0	2937	110961
64.25	0	2934	110964
64.3333333333333	0	2930	110968
64.4166666666667	0	2923	110975
64.5	0	2921	110977
64.5833333333333	0	2916	110982
64.6666666666667	0	2911	110987
64.75	0	2910	110988
64.8333333333333	0	2906	110992
64.9166666666667	0	2904	110994
65	0	2903	110995
65.0833333333333	0	2901	110997
65.1666666666667	0	2901	110997
65.25	0	2899	110999
65.3333333333333	0	2895	111003
65.4166666666667	0	2893	111005
65.5	0	2888	111010
65.5833333333333	0	2884	111014
65.6666666666667	0	2878	111020
65.75	0	2874	111024
65.8333333333333	0	2872	111026
65.9166666666667	0	2867	111031
66	0	2863	111035
66.0833333333333	0	2860	111038
66.1666666666667	0	2857	111041
66.25	0	2854	111044
66.3333333333333	0	2848	111050
66.4166666666667	0	2845	111053
66.5	0	2843	111055
66.5833333333333	0	2841	111057
66.6666666666667	0	2838	111060
66.75	0	2835	111063
66.8333333333333	0	2829	111069
66.9166666666667	0	2825	111073
67	0	2819	111079
67.0833333333333	0	2817	111081
67.1666666666667	0	2814	111084
67.25	0	2811	111087
67.3333333333333	0	2807	111091
67.4166666666667	0	2806	111092
67.5	0	2804	111094
67.5833333333333	0	2803	111095
67.6666666666667	0	2800	111098
67.75	0	2797	111101
67.8333333333333	0	2796	111102
67.9166666666667	0	2795	111103
68	0	2792	111106
68.0833333333333	0	2786	111112
68.1666666666667	0	2779	111119
68.25	0	2775	111123
68.3333333333333	0	2771	111127
68.4166666666667	0	2769	111129
68.5	0	2767	111131
68.5833333333333	0	2764	111134
68.6666666666667	0	2761	111137
68.75	0	2759	111139
68.8333333333333	0	2756	111142
68.9166666666667	0	2752	111146
69	0	2750	111148
69.0833333333333	0	2746	111152
69.1666666666667	0	2743	111155
69.25	0	2740	111158
69.3333333333333	0	2737	111161
69.4166666666667	0	2734	111164
69.5	0	2731	111167
69.5833333333333	0	2728	111170
69.6666666666667	0	2725	111173
